hexagon_id,o_score_pt,o_score_car,CDI,population,geometry
0,76.75270913697575,643.3281215902279,0.786821962585884,122.12898869929347,"POLYGON ((11.252796748521346 43.76349039289158, 11.252953438393298 43.76167500199939, 11.255256037165516 43.76093991520675, 11.257402030471605 43.76202021181877, 11.257245433638937 43.76383562204696, 11.254942750458929 43.764570716328286, 11.252796748521346 43.76349039289158))"
1,6.900595711342024,555.1875343664691,0.9754465702366397,43.39179895503925,"POLYGON ((11.257135193498339 43.739152373823764, 11.257291746237707 43.73733653385644, 11.259593681468862 43.736601050419395, 11.26173914830561 43.737681399459824, 11.261582688557647 43.739497258768466, 11.25928066897953 43.74023274969651, 11.257135193498339 43.739152373823764))"
2,34.89764496882639,632.08113018866,0.895356055488913,1140.4710718924455,"POLYGON ((11.288977415613704 43.78548089792838, 11.289133384624666 43.78366568508888, 11.291436669478001 43.782930081355104, 11.293584069674765 43.78400968291223, 11.293428193806557 43.785824915017294, 11.291124824596862 43.786560526300846, 11.288977415613704 43.78548089792838))"
3,353.5804469518261,671.9970004255799,0.31047538563567745,1676.3757189532168,"POLYGON ((11.277031862245282 43.76811027920322, 11.277188050353423 43.766294830914966, 11.279490829080885 43.76555927240272, 11.281637504051126 43.76663915465218, 11.281481409028965 43.7684546222344, 11.279178545948616 43.769190188274386, 11.277031862245282 43.76811027920322))"
4,2.9799508206523453,486.2228616024383,0.9878171149266611,0.0,"POLYGON ((11.263908521639697 43.816424832570846, 11.264065077067444 43.814610303408564, 11.266369165319759 43.813875631411584, 11.268516782628105 43.81495548106189, 11.268360320374798 43.81677002951491, 11.266056147636712 43.81750470902806, 11.263908521639697 43.816424832570846))"
5,6.408168229433799,555.5749232186565,0.9771944447192473,1.013652482294444,"POLYGON ((11.25666549502173 43.74459969852827, 11.256822067890775 43.742783956162484, 11.259124152673433 43.74204855053732, 11.261269748944345 43.74312887978784, 11.261113269078196 43.744944641492935, 11.258811099936267 43.74568005460938, 11.25666549502173 43.74459969852827))"
6,5.539116253875141,570.0668474675266,0.9807537912982566,217.58844343271187,"POLYGON ((11.243793496375735 43.73811672165612, 11.243950328044654 43.736300939757534, 11.246252205697397 43.735565734658714, 11.248397336059456 43.73664630398989, 11.248240597359612 43.73846210525218, 11.245938635326645 43.739197317820754, 11.243793496375735 43.73811672165612))"
7,185.14908156292321,591.8073110065769,0.5233990392932861,37.80344702090933,"POLYGON ((11.277264312093967 43.817459923566005, 11.27742058797602 43.815645336553935, 11.279724733537542 43.81491038571994, 11.281872687667391 43.81599001436178, 11.281716504982139 43.81780462064223, 11.279412274968259 43.818539579013624, 11.277264312093967 43.817459923566005))"
8,271.0597627012225,681.496801615849,0.4308794399090477,1728.8016930978654,"POLYGON ((11.275625867865982 43.78444784751532, 11.27578211626047 43.7826326925172, 11.278085344068408 43.78189736746123, 11.280232407869603 43.78297718987595, 11.280076252595514 43.78479236416199, 11.277772940397858 43.78552769674655, 11.275625867865982 43.78444784751532))"
9,6.15323200785827,503.67792401378506,0.9758616870107599,101.32902836303685,"POLYGON ((11.16544338540064 43.78956428263155, 11.165601963879755 43.787749846972176, 11.167905090533253 43.78701699167439, 11.170049723397451 43.78809856468137, 11.169891237884121 43.78991301980599, 11.167588026538796 43.790645882459565, 11.16544338540064 43.78956428263155))"
10,3.283699052065558,561.171709251077,0.9883650718772029,49.49204156946667,"POLYGON ((11.17623948527038 43.76848574450536, 11.176397796365848 43.766670878849474, 11.178700364025271 43.76593752565014, 11.180844705207685 43.76701903073902, 11.180686487047236 43.768833915853385, 11.17838383476738 43.769567276421554, 11.17623948527038 43.76848574450536))"
11,199.64069492617415,668.9828506344687,0.5403286131339706,119.34181322907156,"POLYGON ((11.269298993226968 43.80588224912086, 11.269455415216196 43.80406750481707, 11.271759222974092 43.80333258409586, 11.273906693190789 43.80441240015695, 11.273750364360446 43.80622716374805, 11.271446472152547 43.80696209199193, 11.269298993226968 43.80588224912086))"
12,7.310835835020929,565.635615805818,0.9744798634703689,85.47680184758852,"POLYGON ((11.261113269078196 43.744944641492935, 11.261269748944345 43.74312887978784, 11.263571852870042 43.74239338136513, 11.265717561275745 43.74347363715034, 11.265561174419895 43.745289418187305, 11.263258986146049 43.74602492410835, 11.261113269078196 43.744944641492935))"
13,6.612674430316802,521.10520374739,0.9749385999460491,91.4956887350872,"POLYGON ((11.169891237884121 43.78991301980599, 11.170049723397451 43.78809856468137, 11.172352869784566 43.78736561656778, 11.17449761533715 43.78844711621711, 11.174339222797128 43.790261590799524, 11.172035991729214 43.790994546275996, 11.169891237884121 43.78991301980599))"
14,364.7891326539004,703.0166147036749,0.3167500108392959,392.28691175215414,"POLYGON ((11.268133162275511 43.76742109389216, 11.268289536533233 43.7656056842142, 11.270592277124665 43.76487031140625, 11.272738727831493 43.76595034076384, 11.272582446644844 43.767765769750675, 11.27027962167832 43.76850115007221, 11.268133162275511 43.76742109389216))"
15,2.11986360708454,483.4020002477328,0.9912676904382686,0.0,"POLYGON ((11.251603473240788 43.829168677289545, 11.251760312024404 43.82735444132412, 11.25406472692036 43.826620196534876, 11.256212387575053 43.82770018021296, 11.256055641975951 43.82951443548266, 11.25375114253565 43.830248687771146, 11.251603473240788 43.829168677289545))"
16,174.683184065882,555.3978590270456,0.521469059583163,433.04713246306443,"POLYGON ((11.301272465082326 43.772725376378226, 11.301428151139412 43.770909870936855, 11.30373110902028 43.770173840531456, 11.305878465139864 43.771253308001825, 11.305722872215357 43.773068832695124, 11.303419830036706 43.773804870667284, 11.301272465082326 43.772725376378226))"
