hexagon_id,o_score_pt,o_score_car,CDI,population,geometry
0,1816.470116864931,2728.2927635084243,0.20063151161993878,0.4911250311872923,"POLYGON ((16.506289714056763 48.2419474244059, 16.506336268164564 48.240199257583704, 16.5087665627257 48.2394054819161, 16.511150379648367 48.24035985680825, 16.511103936196946 48.24210803248499, 16.508673565165388 48.2429018244165, 16.506289714056763 48.2419474244059))"
1,2040.334898963569,3083.2235796230602,0.2035477266470431,1075.3760922805207,"POLYGON ((16.460437026947687 48.156378845150925, 16.460484582044625 48.15462890430619, 16.462912333042848 48.153835023452814, 16.465292605416597 48.15479106727491, 16.46524516068996 48.15654101707587, 16.462817333218137 48.157334914099934, 16.460437026947687 48.156378845150925))"
2,3590.760019481571,3777.950829430047,0.025403467958866232,907.4717657076841,"POLYGON ((16.33034410138834 48.162422416342, 16.330394648815982 48.16067295280655, 16.332823153624954 48.15988202127195, 16.335201187988464 48.16084053725872, 16.335150750844136 48.16259000995774, 16.33272216905183 48.16338095750785, 16.33034410138834 48.162422416342))"
3,1477.6074994413032,2884.5552422413466,0.32253444589674596,106.15265055773082,"POLYGON ((16.425050547151695 48.30479128325588, 16.42509901025061 48.30304472215066, 16.42753168522016 48.30225356160965, 16.429915974000092 48.30320894598119, 16.429867621677264 48.30495551605081, 16.427434869797302 48.305746692785945, 16.425050547151695 48.30479128325588))"
4,3344.2225423855584,4355.194395343223,0.13130498856396347,612.3274578166813,"POLYGON ((16.398799423192415 48.209434656682696, 16.39884842863846 48.20768605033221, 16.401278149603655 48.20689422185128, 16.40365894193889 48.20785098360278, 16.403610046968684 48.209599598991275, 16.401180249186293 48.21039144359173, 16.398799423192415 48.209434656682696))"
5,1587.3212225107889,2475.754493415584,0.21866027931065374,50.300885132687554,"POLYGON ((16.53476311088951 48.25864031134641, 16.5348090200538 48.25689244140152, 16.53723972414238 48.25609825566892, 16.539624595460033 48.25705192357705, 16.539578797023307 48.258799802325285, 16.537148016540247 48.25959400436352, 16.53476311088951 48.25864031134641))"
6,2612.283142855967,3440.578762298386,0.13684363403980498,1009.5042967502765,"POLYGON ((16.468063358996194 48.2301662265667, 16.468110785075613 48.22841789773265, 16.47054087016252 48.22762481154902, 16.47292360576243 48.22858003798835, 16.472876290274733 48.23032837574226, 16.470446128594272 48.23112147813845, 16.468063358996194 48.2301662265667))"
7,2151.6530919409465,3408.24316682781,0.22600962615175418,924.1782931730553,"POLYGON ((16.443105660790593 48.17418138552509, 16.443153625348977 48.172431883212376, 16.445582022790276 48.171638616793274, 16.447962532248066 48.17259483653073, 16.4479146780981 48.17434434782176, 16.445486204080808 48.175137630398446, 16.443105660790593 48.17418138552509))"
8,2273.2933532871293,3198.786125621055,0.16912999452971839,165.9547659306162,"POLYGON ((16.230478197713186 48.20353636377698, 16.23053106703931 48.20178807865684, 16.23296130744679 48.2009998904835, 16.235338755974695 48.20195997151981, 16.235285996969413 48.20370826595014, 16.232855679114262 48.20449647003543, 16.230478197713186 48.20353636377698))"
9,4806.584096992469,4519.699037165154,-0.030760921119432426,1104.23823655452,"POLYGON ((16.33672246749331 48.191534509143935, 16.336772887809758 48.1897856717444, 16.339202299513982 48.18899497974661, 16.34158136791875 48.18995310911361, 16.34153105797563 48.19170195565679, 16.339101569253252 48.19249266369078, 16.33672246749331 48.191534509143935))"
10,2173.59506940957,3799.1769764530686,0.2721654023561045,831.1655395616755,"POLYGON ((16.452723774238883 48.174507111169916, 16.452771517976128 48.17275759090837, 16.45519988382102 48.171964116575275, 16.457580582467344 48.172920146335834, 16.45753294914708 48.1746696755601, 16.455104506762417 48.17546316606254, 16.452723774238883 48.174507111169916))"
11,6.381108296014362,3197.0433810674594,0.9960160707285582,0.0,"POLYGON ((16.262883460063485 48.246684262363395, 16.26293561471671 48.244936844168706, 16.265367108386837 48.24414850500359, 16.26774652481517 48.24510756806367, 16.267694480635686 48.24685499550207, 16.265262909552973 48.24764335063813, 16.262883460063485 48.246684262363395))"
12,2665.744161079311,3624.6650150571045,0.15244172948487983,547.932809872076,"POLYGON ((16.290040764296982 48.22402672405871, 16.290092279215607 48.22227873073068, 16.292522931088072 48.221489494747054, 16.294902145303382 48.22244823609904, 16.294850740814727 48.224196238634825, 16.292420011679624 48.22498549061232, 16.290040764296982 48.22402672405871))"
13,3913.452073845021,4400.60628360971,0.0585940330004884,1064.3540033389081,"POLYGON ((16.312680722369432 48.19069429443842, 16.31273169448646 48.18894550287385, 16.315161180732815 48.188155330766705, 16.317539771969233 48.18911393421904, 16.317488910203483 48.19086273496617, 16.31505934684889 48.19165292307985, 16.312680722369432 48.19069429443842))"
14,2246.5006166525227,3529.2963372597083,0.22209847936885746,1019.623069535912,"POLYGON ((16.416146670126956 48.27825998536561, 16.41619532107481 48.276512858500546, 16.418627180078214 48.27572154717073, 16.421010465023226 48.27667734653603, 16.4209619247665 48.2784244823885, 16.418529988872518 48.2792158098897, 16.416146670126956 48.27825998536561))"
15,1961.887715427851,3177.7237818923345,0.2365618621365497,489.9990272875352,"POLYGON ((16.410892538994784 48.293817599079794, 16.410941320885115 48.29207083137994, 16.413373703773896 48.29127983977793, 16.415757381713664 48.29223559970517, 16.415708710555847 48.293982376395725, 16.41327625072462 48.2947733841698, 16.410892538994784 48.293817599079794))"
